14.4256 	INFO 	Loaded monitor calibration from ['2025_08_12 10:33']
15.6650 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
15.6650 	INFO 	OpenGL version supported by driver is 4..
15.8413 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C20844C370>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C20844C2E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C2085DD970>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 140.0], screen=0, size=array([1200,  800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.8414 	EXP 	window1: backgroundImage = ''
15.8414 	EXP 	window1: backgroundFit = 'none'
16.3771 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.3772 	EXP 	window1: recordFrameIntervals = False
16.5863 	EXP 	window1: recordFrameIntervals = True
16.7702 	EXP 	Screen (0) actual frame rate measured at 60.25Hz
16.7703 	EXP 	window1: recordFrameIntervals = False
16.8741 	INFO 	keyboard.Keyboard is using ptb backend.
16.8743 	INFO 	keyboard.Keyboard is using ptb backend.
16.8743 	EXP 	Stroop Task: status = STARTED
17.3470 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='WELCOME TO THE EXPERIMENT', units='height', win=Window(...), wrapWidth=1)
17.3607 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
17.3622 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.3756 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='THANK YOU SO MUCH FOR PARTICIPATING', units='height', win=Window(...), wrapWidth=1)
0.0265 	EXP 	text_2: autoDraw = True
1.0249 	EXP 	Imported DATA FILE FOR STROOP EFFECT.xlsx as conditions, 4 conditions, 4 params
1.0494 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'BLUE', 'font_color': 'blue', 'con_label': 'congruent', 'corr_resp': 'b', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0755 	EXP 	text_2: autoDraw = False
1.0755 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
1.0755 	EXP 	text: height = 0.05
1.0755 	EXP 	text: height = 0.05
1.0755 	EXP 	text: height = 0.05
1.0755 	EXP 	text: text = 'BLUE'
1.0755 	EXP 	Fixation: autoDraw = True
2.0246 	INFO 	Keyboard events cleared
2.0243 	EXP 	text: autoDraw = True
2.0781 	EXP 	Fixation: autoDraw = False
2.3277 	EXP 	text: autoDraw = False
3.1070 	EXP 	Device response: <KeyPress from None: t=2.965599499992095, value=b, duration=None>
3.1073 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'BLUE', 'font_color': 'red', 'con_label': 'incongruent', 'corr_resp': 'r', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
3.1088 	DATA 	Keypress: b
3.1243 	EXP 	Fixation: autoDraw = False
3.1243 	EXP 	text: autoDraw = False
3.1243 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
3.1243 	EXP 	text: text = 'BLUE'
3.1243 	EXP 	Fixation: autoDraw = True
3.1770 	EXP 	Device response: <KeyPress from None: t=2.965599499992095, value=b, duration=0.19735059997765347>
4.1104 	INFO 	Keyboard events cleared
4.1102 	EXP 	text: autoDraw = True
4.1252 	EXP 	Fixation: autoDraw = False
4.4087 	EXP 	text: autoDraw = False
4.6419 	EXP 	Device response: <KeyPress from None: t=4.633646700007375, value=b, duration=None>
4.6423 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'RED', 'font_color': 'blue', 'con_label': 'incongruent', 'corr_resp': 'b', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
4.6506 	DATA 	Keypress: b
4.6575 	EXP 	Fixation: autoDraw = False
4.6575 	EXP 	text: autoDraw = False
4.6575 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
4.6575 	EXP 	text: height = 0.05
4.6575 	EXP 	text: height = 0.05
4.6575 	EXP 	text: height = 0.05
4.6575 	EXP 	text: text = 'RED'
4.6575 	EXP 	Fixation: autoDraw = True
4.7105 	EXP 	Device response: <KeyPress from None: t=4.633646700007375, value=b, duration=0.07327569997869432>
5.6596 	INFO 	Keyboard events cleared
5.6595 	EXP 	Fixation: autoDraw = False
5.6595 	EXP 	text: autoDraw = True
5.9590 	EXP 	text: autoDraw = False
6.7261 	EXP 	Device response: <KeyPress from None: t=6.711937999993097, value=b, duration=None>
6.7265 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'RED', 'font_color': 'red', 'con_label': 'congruent', 'corr_resp': 'r', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
6.7289 	DATA 	Keypress: b
6.7417 	EXP 	Fixation: autoDraw = False
6.7417 	EXP 	text: autoDraw = False
6.7417 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
6.7417 	EXP 	text: text = 'RED'
6.7417 	EXP 	Fixation: autoDraw = True
6.8103 	EXP 	Device response: <KeyPress from None: t=6.711937999993097, value=b, duration=0.0925277000060305>
7.7418 	INFO 	Keyboard events cleared
7.7416 	EXP 	Fixation: autoDraw = False
7.7416 	EXP 	text: autoDraw = True
8.0411 	EXP 	text: autoDraw = False
8.3084 	EXP 	Device response: <KeyPress from None: t=8.304703200003132, value=r, duration=None>
8.3089 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'word': 'BLUE', 'font_color': 'blue', 'con_label': 'congruent', 'corr_resp': 'b', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
8.3149 	DATA 	Keypress: r
8.3238 	EXP 	Fixation: autoDraw = False
8.3238 	EXP 	text: autoDraw = False
8.3238 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
8.3238 	EXP 	text: height = 0.05
8.3238 	EXP 	text: height = 0.05
8.3238 	EXP 	text: height = 0.05
8.3238 	EXP 	text: text = 'BLUE'
8.3238 	EXP 	Fixation: autoDraw = True
8.4420 	EXP 	Device response: <KeyPress from None: t=8.304703200003132, value=r, duration=0.13248649996239692>
9.3074 	INFO 	Keyboard events cleared
9.3072 	EXP 	text: autoDraw = True
9.3243 	EXP 	Fixation: autoDraw = False
9.6076 	EXP 	text: autoDraw = False
9.7415 	EXP 	Device response: <KeyPress from None: t=9.735904600005597, value=b, duration=None>
9.7419 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'word': 'RED', 'font_color': 'red', 'con_label': 'congruent', 'corr_resp': 'r', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
9.7472 	DATA 	Keypress: b
9.7565 	EXP 	Fixation: autoDraw = False
9.7565 	EXP 	text: autoDraw = False
9.7565 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
9.7565 	EXP 	text: height = 0.05
9.7565 	EXP 	text: height = 0.05
9.7565 	EXP 	text: height = 0.05
9.7565 	EXP 	text: text = 'RED'
9.7565 	EXP 	Fixation: autoDraw = True
9.8393 	EXP 	Device response: <KeyPress from None: t=9.735904600005597, value=b, duration=0.09339929994894192>
10.7409 	INFO 	Keyboard events cleared
10.7406 	EXP 	text: autoDraw = True
10.7571 	EXP 	Fixation: autoDraw = False
11.0389 	EXP 	text: autoDraw = False
11.0914 	EXP 	Device response: <KeyPress from None: t=11.088461499952246, value=r, duration=None>
11.0917 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'word': 'RED', 'font_color': 'blue', 'con_label': 'incongruent', 'corr_resp': 'b', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
11.0934 	DATA 	Keypress: r
11.1073 	EXP 	Fixation: autoDraw = False
11.1073 	EXP 	text: autoDraw = False
11.1073 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
11.1073 	EXP 	text: text = 'RED'
11.1073 	EXP 	Fixation: autoDraw = True
11.2218 	EXP 	Device response: <KeyPress from None: t=11.088461499952246, value=r, duration=0.11443220003275201>
12.1078 	INFO 	Keyboard events cleared
12.1076 	EXP 	Fixation: autoDraw = False
12.1076 	EXP 	text: autoDraw = True
12.4054 	EXP 	text: autoDraw = False
12.6741 	EXP 	Device response: <KeyPress from None: t=12.669460799952503, value=b, duration=None>
12.6744 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'word': 'BLUE', 'font_color': 'red', 'con_label': 'incongruent', 'corr_resp': 'r', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
12.6796 	DATA 	Keypress: b
12.6886 	EXP 	Fixation: autoDraw = False
12.6886 	EXP 	text: autoDraw = False
12.6886 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
12.6886 	EXP 	text: height = 0.05
12.6886 	EXP 	text: height = 0.05
12.6886 	EXP 	text: height = 0.05
12.6886 	EXP 	text: text = 'BLUE'
12.6886 	EXP 	Fixation: autoDraw = True
12.7588 	EXP 	Device response: <KeyPress from None: t=12.669460799952503, value=b, duration=0.08676640002522618>
13.6895 	INFO 	Keyboard events cleared
13.6893 	EXP 	Fixation: autoDraw = False
13.6893 	EXP 	text: autoDraw = True
13.9898 	EXP 	text: autoDraw = False
14.4914 	DATA 	Keypress: b
14.5063 	EXP 	Device response: <KeyPress from None: t=14.490861499973107, value=b, duration=None>
14.5070 	EXP 	New trial (rep=2, index=0): <Trial 8 (0 in rep 2) data={'word': 'RED', 'font_color': 'blue', 'con_label': 'incongruent', 'corr_resp': 'b', 'thisN': 8, 'thisTrialN': 0, 'thisRepN': 2}>
14.5213 	EXP 	Fixation: autoDraw = False
14.5213 	EXP 	text: autoDraw = False
14.5213 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
14.5213 	EXP 	text: height = 0.05
14.5213 	EXP 	text: height = 0.05
14.5213 	EXP 	text: height = 0.05
14.5213 	EXP 	text: text = 'RED'
14.5213 	EXP 	Fixation: autoDraw = True
14.5569 	EXP 	Device response: <KeyPress from None: t=14.490861499973107, value=b, duration=0.06467560003511608>
15.5055 	INFO 	Keyboard events cleared
15.5053 	EXP 	text: autoDraw = True
15.5223 	EXP 	Fixation: autoDraw = False
15.8051 	EXP 	text: autoDraw = False
16.4710 	EXP 	Device response: <KeyPress from None: t=16.46961490000831, value=b, duration=None>
16.4714 	EXP 	New trial (rep=2, index=1): <Trial 9 (1 in rep 2) data={'word': 'BLUE', 'font_color': 'blue', 'con_label': 'congruent', 'corr_resp': 'b', 'thisN': 9, 'thisTrialN': 1, 'thisRepN': 2}>
16.4769 	DATA 	Keypress: b
16.4873 	EXP 	Fixation: autoDraw = False
16.4873 	EXP 	text: autoDraw = False
16.4873 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
16.4873 	EXP 	text: height = 0.05
16.4873 	EXP 	text: height = 0.05
16.4873 	EXP 	text: height = 0.05
16.4873 	EXP 	text: text = 'BLUE'
16.4873 	EXP 	Fixation: autoDraw = True
16.5889 	EXP 	Device response: <KeyPress from None: t=16.46961490000831, value=b, duration=0.10798079997766763>
17.4858 	INFO 	Keyboard events cleared
17.4857 	EXP 	text: autoDraw = True
17.5031 	EXP 	Fixation: autoDraw = False
17.7901 	EXP 	text: autoDraw = False
18.4117 	EXP 	Device response: <KeyPress from None: t=18.395416599989403, value=b, duration=None>
18.4122 	EXP 	New trial (rep=2, index=2): <Trial 10 (2 in rep 2) data={'word': 'RED', 'font_color': 'red', 'con_label': 'congruent', 'corr_resp': 'r', 'thisN': 10, 'thisTrialN': 2, 'thisRepN': 2}>
18.4237 	DATA 	Keypress: b
18.4363 	EXP 	Fixation: autoDraw = False
18.4363 	EXP 	text: autoDraw = False
18.4363 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
18.4363 	EXP 	text: height = 0.05
18.4363 	EXP 	text: height = 0.05
18.4363 	EXP 	text: height = 0.05
18.4363 	EXP 	text: text = 'RED'
18.4363 	EXP 	Fixation: autoDraw = True
